-11,0,30371,1,770,0.9987,3795,6261,14005,0.691
0,15,6618,1,3,0.75,6618,1,3,0.75
15,30,322,1,27,0.9643,7547,109,179,0.6212
30,45,3476,1,184,0.9946,5079,122,1750,0.9344
45,60,5672,1,304,0.9967,5021,2,485,0.9944
60,75,6259,1,81,0.9878,4883,2750,2805,0.5049
75,90,4622,1,127,0.9922,3929,14,780,0.9824
90,105,720,7,220,0.9692,2840,562,605,0.5184
105,120,4002,4,276,0.9858,5625,1261,1065,0.4579
120,135,4612,1,142,0.993,7272,5028,3124,0.3832
135,150,2622,1,125,0.9921,3629,6212,1712,0.2161
150,165,8621,1,101,0.9902,3795,6261,14005,0.691
165,180,2201,1,165,0.994,2492,8146,2341,0.2232
180,195,2450,1,127,0.9922,4716,187,3066,0.9425
195,210,3741,3,591,0.9944,3443,4479,13680,0.7533
210,225,1326,1,172,0.9942,4533,6446,4937,0.4337
225,240,3840,1,469,0.9979,5049,6820,9637,0.5856
240,255,5390,1,353,0.9972,488,4562,12010,0.7247
255,270,448,1,253,0.9961,6817,681,3245,0.8265
270,285,30371,1,770,0.9987,3567,1137,1376,0.5474
285,300,9844,1,418,0.9976,24433,29,3344,0.9911
300,315,25528,1,365,0.9973,10025,2991,8095,0.7301
315,330,9869,1,113,0.9912,22334,55,798,0.9346
330,345,30623,1,223,0.9955,10289,110,1262,0.9192
345,360,9866,1,728,0.9986,31063,425,3392,0.8886
360,375,28652,1,33,0.9712,22989,947,1388,0.5943
375,390,17165,3,85,0.9624,28230,192,1469,0.8842
390,405,16463,3,302,0.9897,28679,83,529,0.8638
405,420,27629,6,748,0.9908,27629,6,748,0.9908
420,435,41400,1,90,0.9891,9927,153,946,0.8603
435,450,14991,1,309,0.9968,14991,1,309,0.9968
450,465,11867,1,310,0.9968,10034,491,538,0.5228
465,480,62375,1,176,0.9944,21277,909,250,0.2156
480,495,46105,1,22,0.9582,18850,25,67,0.7282
495,510,63281,1,5,0.8459,46107,31,10,0.258
510,525,52177,1,3,0.7638,75109,18,35,0.6525
525,540,29436,1,40,0.9678,17167,38,42,0.5286
540,555,46285,1,36,0.9495,46285,1,36,0.9495
555,570,46098,1,18,0.9152,46098,1,18,0.9152
570,585,10210,12,127,0.9122,10210,12,127,0.9122
585,600,62419,1,4,0.8112,44890,9,8,0.4891
600,615,63574,1,5,0.8333,46140,42,195,0.8231
615,630,46243,1,5,0.836,66370,3,5,0.6496
630,645,67178,1,21,0.9135,67178,1,21,0.9135
645,660,63251,2,16,0.8947,75945,3,17,0.8285
660,675,66384,1,12,0.9231,75027,4,39,0.9012
675,690,46136,1,5,0.8507,46136,1,5,0.8507
690,705,77127,1,1,0.6327,77127,1,1,0.6327
705,720,76122,1,2,0.6667,76122,1,2,0.6667
720,735,62464,1,2,0.7149,62464,1,2,0.7149
735,750,67190,1,2,0.6457,67190,1,2,0.6457
750,765,67946,1,2,0.6667,67946,1,2,0.6667
765,780,80320,1,1,0.625,67978,2,2,0.5
780,795,67553,1,2,0.6667,67553,1,2,0.6667
795,810,67613,1,1,0.5281,80107,4,2,0.3333
810,825,67967,1,3,0.7518,67967,1,3,0.7518
825,840,79831,1,2,0.6667,79831,1,2,0.6667
840,841,65409,1,2,0.6667,65409,1,2,0.6667
